LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
80000,1,1,2,66,0,3,0,0,0,-1,30128,37758,30539,28221,41681,42836,18871,1448,15005,10186,20624,3070,0
150000,2,2,1,44,1,1,0,-1,2,-1,94894,39013,67897,44441,28817,79030,21494,4568,44964,16074,10191,18165,0
20000,2,2,2,30,0,-1,-1,-1,0,1,7700,9812,4905,13008,10095,6577,3128,5073,2070,11289,668,1054,0
30000,2,2,1,74,0,-1,1,2,-1,-1,21226,2503,7098,17531,3435,23273,11538,668,1213,9366,1157,13790,0
50000,2,1,2,54,2,2,-1,0,-1,2,23596,25956,23171,11042,3659,28915,0,10864,10747,7636,1022,10053,1
50000,1,3,3,61,4,-1,2,-1,1,1,15831,18373,11564,34665,15581,22977,8891,6207,3967,11096,8452,0,0
50000,1,3,1,59,2,2,-1,3,2,-1,18283,11974,15184,3500,20943,18833,5226,818,2559,743,13597,10812,1
150000,1,2,2,52,-1,2,-1,-1,2,2,49236,25097,94093,17611,38003,43165,20882,13885,55000,1573,8003,8123,0
50000,1,1,2,46,1,2,-1,0,1,0,26572,7878,18624,9899,17720,26520,6243,3646,13567,3486,12241,8989,0
80000,2,1,1,48,4,-1,-1,8,1,0,22352,29546,15070,35964,13317,18910,5369,13992,0,4807,6444,5565,0
100000,2,2,1,25,2,0,-1,-1,-1,0,2996,64073,28976,79438,67025,53980,28,26650,11251,16273,30274,22354,0
30000,1,3,1,74,-1,-1,3,3,1,-1,8012,9471,4303,3090,18938,15968,4469,1521,853,807,0,7878,0
150000,1,2,1,23,1,0,0,0,0,0,50941,89309,51904,97253,74569,113111,14704,38999,0,13483,32075,9335,0
80000,2,3,2,27,-1,2,0,3,1,-1,31694,26448,4727,25251,21599,27279,11692,13026,129,5317,4720,3912,0
50000,1,2,3,42,6,1,1,1,0,5,23106,33170,10670,18207,19647,9671,5392,19147,2602,7598,4237,4325,1
150000,2,2,1,50,0,3,-1,5,0,0,23967,39045,29301,55011,59575,73723,3464,14130,14110,22220,40513,5056,0
30000,1,2,3,48,-1,-1,1,2,3,2,11515,19052,17876,7470,25075,15715,0,5427,2130,2369,961,8050,1
200000,2,2,1,44,0,9,-1,-1,2,-1,110752,35159,37990,132314,90168,68025,81246,7160,5040,53929,39586,22212,1
80000,1,2,2,45,-1,-1,0,0,3,-1,12667,14449,9698,49078,46107,27516,5330,8677,1328,12078,23686,5647,0
100000,2,2,3,54,2,-1,1,3,0,-1,45687,62962,26988,52452,29874,79248,12489,39829,20318,1727,11726,31716,1
200000,2,3,2,47,1,0,-1,-1,1,0,76062,92928,38487,93674,109479,68754,25843,72372,2825,15143,22993,24944,0
200000,2,3,1,65,-1,-1,-1,0,4,1,125583,85092,99881,34576,95889,101123,63345,19399,29911,17769,33237,62636,0
100000,1,2,2,28,2,-1,-1,0,3,0,25138,43519,38252,74507,71698,12243,3518,9849,12218,7299,22037,3559,1
150000,2,2,2,63,-1,-1,2,1,0,1,102371,63973,64893,100511,45356,57785,13055,42673,17521,31777,25621,25584,0
50000,2,2,1,52,-1,0,2,6,-1,4,4194,6787,23762,18507,10733,22279,1261,3068,5957,6299,3562,10271,0
80000,2,3,1,60,-1,2,2,0,3,-1,36071,42474,24991,42791,20397,38945,14259,31655,12145,8056,6724,12315,1
10000,2,3,2,67,0,0,-1,2,-1,2,6754,2819,4415,1148,3060,2699,2966,0,0,658,1077,964,0
20000,2,2,2,65,-1,-1,1,0,0,2,13198,13291,6599,9277,11221,8591,6167,4672,3488,3831,8890,1277,0
200000,2,1,1,34,1,1,-1,1,0,-1,91972,92498,113175,149667,30865,82293,12903,0,42688,50698,7423,32900,0
10000,1,2,2,22,-1,-1,-1,4,1,1,3686,4436,2434,600,6499,3120,2550,1649,698,505,2114,627,0
20000,2,2,1,60,1,1,0,1,-1,1,9703,4215,8575,5352,10316,13893,2346,2655,4701,1475,3500,6711,1
150000,2,2,2,44,1,-1,4,0,2,0,76199,96666,58630,36276,71196,36203,23794,41789,30340,14320,24035,31318,0
10000,2,4,2,63,-1,-1,-1,-1,-1,3,3278,2472,7567,2483,5474,4083,754,688,2438,784,310,1836,0
30000,2,2,2,23,-1,3,1,-1,-1,0,19166,17921,5651,17154,7920,19931,6799,5276,1226,10294,0,12676,0
80000,1,1,3,21,-1,-1,1,1,0,-1,24365,8292,31542,22797,27902,19772,14498,2886,10545,4075,15967,2913,0
100000,2,1,3,48,-1,4,3,1,2,0,44183,41576,24690,53719,11460,42176,24824,24754,17581,26461,773,21352,1
150000,2,1,2,46,0,2,0,-1,5,-1,79966,28149,51595,111231,88774,6417,54264,5653,17204,48987,34180,3109,0
80000,1,1,2,45,0,4,-1,-1,2,1,24880,19469,0,6891,31629,29085,6772,4578,0,2147,19555,13683,0
80000,2,2,2,47,0,-1,-1,0,0,0,38564,47144,27800,5088,61295,24250,8731,0,5716,2795,19260,0,0
150000,1,3,2,30,-1,-1,0,0,-1,-1,2101,57025,36525,64182,34636,76364,531,17488,11151,34216,10370,21378,0
80000,2,2,2,60,1,-1,0,0,-1,2,23029,38215,53950,17766,43598,44864,12935,17800,0,8385,24342,17323,1
100000,2,1,2,44,-1,-1,0,-1,0,-1,42076,62126,87425,14167,50762,57395,13145,29002,46389,9980,340,25856,0
200000,2,2,2,52,1,-1,5,3,-1,1,103022,123818,117765,87811,78953,105342,30530,30505,36892,6971,42695,29458,0
50000,2,3,2,65,-1,1,7,-1,0,-1,33334,12723,23818,42971,27234,26935,10218,7779,6542,1258,10030,8659,0
50000,2,2,2,71,-1,7,1,0,-1,0,6619,22673,26745,36364,6925,22092,5394,11834,13864,15787,4778,14496,0
10000,2,3,2,31,2,1,1,0,-1,-1,7805,1501,3945,5874,1165,7020,3982,800,2687,1309,405,1358,0
100000,2,3,2,21,1,5,0,0,2,-1,39348,64897,23622,26190,61464,59618,19582,29896,10336,3105,40167,8853,0
10000,2,1,1,65,-1,0,-1,0,1,-1,4027,5930,6900,4596,6610,6175,598,2407,4684,3809,2360,689,0
80000,2,3,2,22,-1,-1,-1,2,1,0,29244,39231,28332,0,11482,19844,9972,25587,13457,0,2391,3609,0
150000,2,2,2,35,-1,0,-1,5,5,-1,56162,112860,53286,24477,35104,70201,21898,24973,26819,8334,21182,36446,1
80000,2,2,1,28,0,1,5,-1,2,4,32794,0,18954,38823,38552,39158,2831,0,3620,12984,13614,12322,1
30000,2,2,2,33,3,-1,0,-1,0,1,5057,22695,0,15050,11020,14126,964,3399,0,4882,4859,3407,0
150000,1,2,1,46,7,3,-1,0,2,0,53749,94811,79449,92830,67957,106975,29189,35484,29522,26463,13212,62340,0
30000,2,2,1,54,-1,-1,-1,-1,2,1,18358,17381,16522,14037,801,16385,7985,4846,4901,4456,456,5689,0
150000,2,2,2,44,1,1,2,0,0,-1,89976,17608,89991,116098,52740,44822,22663,2848,50325,28298,9473,0,1
100000,2,3,3,73,3,-1,0,-1,-1,-1,68593,58157,38663,57757,74752,26115,44617,26466,3286,20462,4177,2855,0
20000,1,3,2,21,-1,0,6,4,0,-1,4395,10553,8728,9161,6512,8544,2481,4131,1341,7151,1081,3577,1
200000,2,1,2,25,0,-1,2,0,0,-1,165907,86148,104899,122765,36826,70315,0,19004,27303,45290,13033,4690,1
30000,2,3,1,61,5,-1,1,2,2,-1,12128,15616,20097,10072,11442,7765,2873,1986,1721,1967,6065,2833,0
500000,1,2,2,61,0,1,3,0,-1,8,176044,152207,296980,258234,110878,119762,49566,62979,112268,125549,44999,79826,0
10000,2,3,2,73,1,-1,0,0,0,1,1504,3813,4638,374,0,4940,465,0,650,78,0,2420,0
30000,2,2,1,39,0,0,1,-1,3,2,43,18403,2787,33606,12902,8004,10,4720,1508,15946,2173,1857,1
20000,2,3,2,32,0,0,1,-1,2,2,8386,8068,9687,335,3375,5098,2334,3146,797,110,1094,1803,0
10000,1,1,2,29,5,-1,-1,0,-1,0,2032,3309,4974,4523,1534,8554,530,1343,1801,449,834,4029,1
150000,2,3,1,22,-1,1,-1,1,0,0,53600,105320,119202,73187,82240,72015,4727,32025,56762,33043,33830,17468,0
100000,2,1,1,28,-1,0,-1,0,1,0,26297,5707,73915,0,31834,27132,7514,1912,43732,0,6317,9288,0
150000,1,3,2,63,0,1,0,5,0,0,21725,10574,55849,31333,79501,65139,15159,5489,17411,15171,6441,29667,0
30000,1,3,2,30,-1,0,-1,-1,3,0,13511,12117,12363,6021,12813,12362,5800,4995,3287,1112,8344,4553,0
50000,1,1,2,49,0,4,0,1,2,0,25067,30400,13658,23248,21807,15496,7402,1846,4926,1683,10539,7835,0
100000,2,3,1,43,-1,3,-1,0,0,0,10896,61495,13021,56877,50493,40704,4164,16025,6392,3903,21084,33572,0
50000,1,3,2,47,2,0,-1,0,2,8,7189,0,29520,20123,26877,7260,3836,0,0,5816,10104,1229,0
100000,1,3,1,67,0,0,-1,2,0,1,12674,52835,0,59304,46984,48003,4257,24605,0,28420,18019,25442,0
100000,2,1,1,57,0,4,0,1,-1,1,71152,16687,38346,24877,0,21047,6094,1774,11428,15320,0,2700,0
20000,2,2,1,36,2,0,-1,0,1,3,6261,1411,8460,9540,1453,6047,2983,532,3200,4040,1192,2697,1
150000,1,2,1,63,2,-1,-1,1,0,1,58124,45325,57979,64364,103011,56018,10372,16756,4933,26837,24463,16468,1
150000,1,1,2,52,6,0,3,2,3,0,86157,94605,0,90790,77961,87437,50953,2695,0,29450,35256,22730,1
100000,2,2,2,33,4,0,0,-1,-1,-1,30017,37852,0,52835,3166,28382,10391,20075,0,19350,825,3662,0
20000,1,2,2,26,6,-1,0,0,0,2,11027,9028,5475,14691,8060,502,3690,2972,2390,6502,664,133,0
30000,1,3,2,43,1,1,2,8,-1,2,19038,18928,21233,16743,20334,5390,2628,3536,3888,6618,10834,3176,1
50000,1,2,2,56,-1,5,-1,-1,3,5,41911,17492,17427,11015,15775,17933,0,6595,3938,3157,3892,2051,1
30000,2,1,3,71,-1,-1,-1,0,0,-1,7137,10375,19089,9775,15217,20442,1545,3303,10767,6237,4385,676,1
30000,2,1,1,44,0,-1,0,5,2,1,12129,13394,15167,18177,5544,9953,5762,3353,2292,2932,4047,1848,0
150000,2,1,1,31,1,0,2,0,2,-1,39890,55501,59946,70819,65313,0,0,11176,21353,14703,9061,0,1
100000,2,1,2,50,0,-1,-1,0,3,-1,43373,46522,36768,28752,6642,35438,15585,8251,8400,10539,1041,4297,0
80000,2,2,3,35,1,-1,5,0,5,0,41593,47606,32044,17062,37044,35301,845,29474,10768,2470,1606,7422,0
30000,2,3,1,37,-1,-1,0,0,0,-1,12478,10035,8666,13557,16108,17213,8320,5674,5454,6012,1430,3993,0
300000,2,2,2,50,0,1,7,1,0,0,131115,69967,52532,77130,15345,122505,11760,24875,776,24134,3246,40515,1
20000,2,2,1,42,0,-1,0,0,3,-1,6793,4259,10070,14296,1332,10647,2113,277,2532,12860,344,7225,0
150000,2,1,2,35,1,1,0,-1,2,0,25840,38823,87558,85626,80317,83636,1697,6301,0,12171,31184,26009,0
500000,1,2,1,23,1,2,0,0,-1,-1,259529,337203,358614,83642,142949,255699,75220,11786,204667,30521,85875,115867,1
150000,1,2,3,41,0,0,0,5,5,0,51705,55375,114187,124560,70463,87305,24585,15984,46901,11862,10264,36845,0
500000,2,2,2,73,-1,2,-1,0,2,-1,239439,200738,310096,258069,352168,254765,104008,69112,132980,0,80200,55221,0
100000,1,2,2,58,2,4,0,0,0,-1,43591,32336,53234,30417,0,46664,17739,11528,2697,14564,0,27376,0
30000,1,1,1,67,1,-1,-1,0,-1,-1,7984,12792,907,13279,16351,8145,1415,4201,82,3610,4869,0,0
30000,2,1,2,71,-1,-1,4,-1,8,0,13153,18391,15061,14033,14989,5970,0,7058,932,7144,4374,4287,0
50000,1,1,2,71,0,-1,0,-1,-1,2,20795,13471,15539,0,27575,18069,9396,3042,3973,0,15063,7148,0
10000,1,4,2,66,0,0,0,-1,0,-1,3111,3258,7787,3401,5207,5314,1701,1290,3311,1801,2016,218,1
100000,1,2,2,29,4,-1,0,1,-1,2,20607,0,58356,41613,37422,38431,3235,0,18977,11138,5367,12754,0
30000,2,2,2,66,2,0,0,0,1,-1,16861,13015,7490,10385,9830,10111,0,9015,3715,2472,5477,4012,1
200000,1,1,1,64,-1,2,1,3,-1,5,63037,110346,39720,50013,100094,62831,25201,63561,20135,12684,59543,0,1
50000,2,1,2,73,3,0,0,0,0,0,20249,28752,11136,16346,46478,15637,3563,11415,5196,5472,30426,5493,0
80000,1,2,2,35,0,1,0,3,1,-1,16695,18246,15398,70920,15228,48043,5700,2389,5929,48218,3180,6031,0
500000,1,2,2,42,3,-1,0,0,0,0,126136,212149,100694,332018,113007,120513,39512,6971,11512,101323,13191,6206,1
30000,2,3,2,56,0,-1,0,1,-1,1,16906,13325,18892,29009,87,13313,4177,3431,5515,11346,2,9233,0
150000,2,3,2,53,3,2,-1,0,2,2,52921,19863,62075,78526,64449,71490,35684,6604,14378,28094,18109,14854,1
150000,2,2,2,68,-1,0,-1,2,2,-1,44833,113704,18827,48224,37889,56333,7431,19813,6077,30896,6730,6622,0
30000,1,2,2,41,0,-1,0,8,4,2,8142,16869,9286,6997,23337,0,1183,7696,3774,2723,9422,0,0
80000,1,3,2,42,0,-1,2,0,2,-1,21843,33294,30923,39556,27514,36484,5685,20121,0,2757,14580,14077,1
50000,2,2,2,27,0,0,0,-1,1,6,31878,15550,41629,33714,26799,16333,11710,7717,13156,8998,7024,3983,0
150000,1,2,2,47,0,-1,0,-1,2,0,63442,46999,101720,9373,21479,27311,9113,31048,35837,2691,7149,11279,0
100000,2,1,1,25,-1,-1,0,8,0,7,761,45840,49953,43046,10930,63847,342,17883,38930,9793,2045,16132,0
80000,2,2,1,44,3,3,1,2,1,1,45590,44869,7458,21601,31975,57448,9395,44869,1528,10594,15023,0,1
150000,2,1,1,73,0,1,-1,0,-1,1,49747,59185,48562,73754,59117,19074,9367,18125,15806,14671,0,4069,0
30000,2,1,1,22,2,-1,-1,0,2,7,11304,17425,3133,756,11639,8785,3635,4962,2050,195,5341,7169,1
150000,2,1,2,42,0,0,0,-1,0,0,78047,15598,66241,42877,82832,95187,32527,0,0,18059,59832,66976,0
200000,1,2,2,26,0,2,5,-1,0,-1,35625,79087,58284,65696,69239,115745,17492,0,8181,1262,25863,6593,0
200000,2,1,2,46,-1,0,-1,0,0,0,62437,97551,119571,131236,64841,114686,27945,21299,68952,34521,37008,76945,1
150000,2,2,2,69,-1,0,0,0,4,7,71576,17498,45981,31109,124022,88679,14362,4053,3765,14439,66724,34082,0
50000,1,2,3,23,0,-1,1,-1,2,-1,19299,0,11120,15326,25812,6063,9004,0,291,5705,11150,2153,0
500000,1,2,1,24,-1,2,0,-1,-1,-1,186814,293212,253161,278562,52357,140575,63859,0,130754,49567,10127,0,0
50000,1,1,2,66,0,0,3,3,4,-1,2511,10043,29289,11205,26236,14619,651,2346,7807,9689,8932,7573,0
100000,2,3,2,68,-1,0,1,3,9,2,33533,49604,44765,22950,60614,65576,0,4360,3497,11986,28760,4759,0
20000,1,1,2,64,1,0,-1,1,3,4,5848,14822,6292,9502,6164,0,1237,5194,3713,5073,1935,0,1
500000,2,4,1,33,0,-1,-1,1,0,-1,170297,389858,159622,302263,271064,108005,89484,216674,51113,53210,0,19745,1
100000,2,2,2,57,0,-1,0,2,1,0,34068,45275,47567,44576,61268,26414,9191,10260,36090,10655,6734,9678,0
150000,2,1,1,39,6,-1,0,1,-1,3,103005,50240,64824,53364,49176,66608,31046,14888,17952,4505,17299,44121,0
10000,2,3,1,54,0,4,3,2,0,1,3610,6001,1210,2987,1988,1339,1241,4161,342,106,115,447,1
150000,1,1,1,65,-1,0,0,-1,-1,0,0,67060,60957,129047,35782,40264,0,26898,19742,50775,7175,13192,0
150000,1,2,1,58,2,7,-1,2,7,0,76715,0,109991,73628,43580,61846,50892,0,50319,17804,11449,10487,1
100000,2,2,1,69,3,0,0,1,-1,0,106,40529,63792,30360,57812,29803,28,19434,17435,13108,17624,11997,0
30000,2,2,2,64,5,-1,6,-1,2,0,2931,7052,8578,14722,9322,13978,1353,1922,5554,6420,3493,8287,1
80000,1,3,2,28,-1,5,0,4,2,-1,52701,18736,29541,31661,46425,24770,10119,0,14128,0,12399,6776,0
20000,2,3,2,30,2,0,2,-1,0,-1,4621,7856,0,12330,6773,9085,3246,1506,0,2126,3121,2413,0
80000,2,2,2,41,2,-1,2,0,-1,3,54573,18334,16435,11833,30550,42866,30112,5181,9892,5354,18303,15999,0
30000,1,4,2,39,-1,0,-1,-1,0,2,11148,11583,11727,4696,19322,12606,0,5975,5924,905,6656,8275,0
50000,2,3,2,70,0,0,0,4,-1,-1,26023,18185,38905,21664,19701,32141,6436,8091,12979,7156,12298,17682,0
20000,2,2,2,31,0,-1,-1,4,1,-1,13295,5280,6055,7997,4073,4135,6684,1139,2202,3273,1202,2015,1
30000,1,1,2,29,-1,2,0,3,-1,0,11098,12133,26756,23207,5840,4727,2410,4358,8923,3099,2921,2902,0
10000,1,2,2,66,7,-1,0,7,0,0,816,6776,2944,4016,3462,2841,69,2497,916,1336,1820,682,1
300000,1,1,1,64,2,0,0,-1,-1,0,175154,86294,21186,76665,122387,115398,65065,22865,1920,33138,19221,59420,0
80000,2,1,1,40,-1,-1,-1,6,0,2,42392,28917,28191,27273,39532,16760,11039,3309,7837,8047,8365,2208,0
50000,2,2,1,67,0,2,-1,0,3,-1,23151,42789,25127,25447,21729,26607,7944,18949,4039,2013,11120,18180,1
80000,2,1,2,65,0,0,0,0,-1,-1,26535,21669,21350,29764,47430,38628,3977,7307,10923,13694,38877,23897,0
100000,2,1,2,58,0,-1,2,0,0,0,37843,52402,42814,50579,7049,35920,15387,4590,10582,24779,3800,16250,0
300000,2,2,2,30,0,-1,3,-1,1,1,76203,64592,88524,99101,99724,139580,50989,37065,0,67374,13844,15721,1
20000,2,1,1,74,-1,4,4,5,0,-1,9675,6520,6793,7365,10152,7539,3912,5269,932,1033,4913,1547,0
30000,2,2,2,21,1,3,-1,3,0,3,4452,13874,21437,17759,13439,11395,2224,3102,9060,11879,6392,2728,1
500000,2,3,2,49,3,1,-1,7,0,3,179498,130163,241899,273123,132486,158275,59199,27675,43772,93795,65375,96258,1
50000,2,1,1,51,2,5,-1,1,0,-1,7021,39080,7845,15860,20767,26986,600,12458,2338,2921,10090,7874,1
10000,2,2,1,63,-1,-1,-1,2,2,-1,3451,5367,147,4019,5271,1642,1939,2863,55,1225,1726,516,0
20000,1,3,2,46,0,-1,1,0,-1,-1,0,9444,5996,3174,7027,13295,0,981,1980,1869,4750,0,1
10000,2,2,1,40,2,7,0,-1,0,0,6191,5073,4324,3835,1439,460,2215,2022,1247,1319,211,129,1
500000,1,1,1,73,1,2,3,3,2,2,195419,362106,110895,296995,0,314807,77695,159413,37875,114433,0,224908,0
30000,2,2,1,70,2,-1,-1,1,-1,0,13348,4721,15101,19023,15844,19304,92,2537,9735,6941,9725,4364,0
300000,2,2,3,26,2,0,1,-1,0,2,160540,109641,190992,92894,96080,154334,22078,18460,32138,33365,9830,64701,1
500000,2,2,1,68,4,0,0,2,-1,2,220874,174025,67034,290338,13905,416743,78930,70629,24812,130614,4426,147664,0
100000,1,1,1,51,-1,0,-1,1,0,-1,43057,21129,59319,55417,71393,54050,18420,6866,12072,24694,45083,10111,1
10000,2,1,2,32,-1,3,0,1,1,0,816,3946,3140,4801,4210,7624,316,736,407,2174,1359,1216,1
20000,2,2,1,37,6,4,-1,3,0,-1,7635,13232,12688,8643,0,2607,3759,4477,4701,831,0,966,1
80000,1,2,2,68,3,0,0,4,0,0,38662,8261,25327,28472,13164,26982,22059,4997,7515,8396,77,9297,1
50000,2,1,2,72,0,-1,1,-1,0,0,13552,17112,21208,23414,19412,31192,5766,11435,9204,7975,8791,8327,0
100000,1,3,2,74,1,2,-1,1,0,1,13982,58734,48196,20861,43817,96508,330,17159,16219,6720,16882,29967,0
50000,1,1,1,44,-1,-1,0,1,2,1,29654,16601,16474,9046,6568,27319,8282,9924,4834,4313,3238,6892,0
300000,2,2,2,26,-1,2,0,1,4,3,151620,109571,116486,0,72426,79432,18708,39240,18672,0,10958,12659,0
80000,2,1,1,39,0,0,5,0,3,-1,24335,63085,10579,0,30213,23830,7107,30258,4965,0,5865,15567,1
100000,2,3,1,69,0,0,0,2,0,4,2518,36857,25361,59769,55128,11097,1542,10524,9833,5633,13062,2557,0
200000,2,3,1,61,2,0,0,-1,2,-1,99025,68651,108479,45807,78372,104292,14873,18507,52365,24983,23483,25852,0
20000,1,1,1,66,5,2,1,0,2,0,6298,6803,11159,6035,15100,4330,3478,1080,8014,1884,7020,2125,1
30000,2,1,2,71,2,2,2,3,3,-1,3949,22501,11663,9364,13323,12350,1267,14305,2343,2985,1255,6344,1
20000,1,2,1,54,3,4,-1,0,2,0,6911,7539,8681,10502,13435,11221,1971,4155,3666,5602,6157,2874,1
20000,1,2,1,23,1,3,0,5,4,-1,7615,7719,5377,8410,13405,2839,3772,0,2092,3828,8077,624,0
80000,2,1,1,58,-1,1,2,0,-1,3,58290,14224,39754,33951,51266,56182,6346,4849,23930,10468,24765,30369,0
50000,2,3,2,37,0,-1,0,-1,6,0,35092,26607,26786,8508,11306,19056,9037,6568,10389,1150,2235,645,0
50000,2,2,1,39,0,-1,0,-1,0,-1,13103,29039,21114,18644,12657,24537,40,9926,6480,2599,2181,5502,0
500000,1,1,2,24,0,0,0,1,-1,2,0,283836,133893,47788,141222,180545,0,106696,32459,0,50280,93772,0
20000,2,2,2,74,1,0,0,0,1,0,9109,13553,3360,13838,13137,13747,2632,9125,1324,4770,3005,2396,0
80000,2,2,2,33,6,0,2,-1,1,0,42834,39493,16070,10747,43648,61568,24135,27935,5177,2251,9643,20801,0
20000,1,2,2,29,-1,2,0,6,0,3,9352,3290,6676,6679,13525,7570,2232,542,2300,4282,5805,2749,0
30000,1,2,2,50,4,0,1,-1,0,0,14675,16701,5849,8063,15916,9324,6247,9961,4299,422,6915,5265,0
80000,2,2,2,24,1,1,0,1,-1,1,26367,6357,41609,39980,15326,26053,5712,2731,17713,6768,9842,16097,0
300000,2,2,2,44,0,2,3,-1,-1,1,56127,20494,173021,58658,83640,63470,27972,13445,108706,19673,12832,15047,1
50000,1,1,1,35,0,-1,0,1,0,-1,36488,41429,21662,21520,25025,17639,15981,17870,132,11085,7881,2783,1
10000,1,2,3,29,1,1,-1,-1,0,2,2718,5031,2924,5954,3974,4995,1496,1210,1002,2016,501,2249,0
50000,2,2,3,40,0,5,0,-1,2,5,27047,21362,9388,23639,25166,17934,11799,11228,7247,9981,18717,9022,0
20000,2,3,2,70,1,0,8,-1,1,-1,3834,2181,6754,5390,5942,10553,2853,54,4272,1988,3768,5775,0
30000,1,1,1,51,2,0,3,2,0,-1,18106,8562,16253,5191,5793,8103,5133,1945,1928,1931,0,475,1
100000,2,2,2,52,-1,-1,-1,1,-1,0,10858,16080,49523,44113,33813,37865,3657,2276,25084,19851,16261,14715,0
10000,2,3,3,27,0,4,0,7,3,0,3657,2412,4356,4528,7302,7056,1446,1527,436,1767,1732,3527,0
50000,1,1,3,56,-1,2,5,6,-1,1,28974,11455,5227,25698,20865,4735,10366,7741,2887,9025,9929,2814,1
100000,2,2,3,25,2,0,1,2,9,-1,79869,26934,38551,40470,59101,31430,19800,8267,15806,17286,36304,11513,1
50000,1,1,2,22,-1,0,1,4,3,-1,26988,17566,22639,17532,31516,8227,5755,4158,12610,3945,19605,1672,0
10000,2,3,1,29,-1,0,0,0,-1,2,5787,3547,7112,1172,6492,3318,1074,1565,2897,508,2142,1878,1
500000,1,2,2,46,-1,-1,-1,-1,2,-1,227490,218984,283425,209441,51227,222494,47429,87321,86926,102961,30284,172525,0
50000,1,2,1,37,0,-1,-1,-1,0,-1,30271,16668,19410,14017,38752,14183,6173,11220,5259,6055,11971,9563,0
150000,2,3,2,52,0,3,-1,5,0,-1,2001,47454,40857,0,54356,53402,836,13447,8862,0,24397,13144,0
50000,2,3,1,72,1,3,4,-1,0,3,22429,15201,11744,9676,1070,9376,3930,3774,6335,1844,605,1677,0
80000,2,1,1,50,0,6,2,0,-1,-1,20917,13657,45162,44404,38278,33046,5022,4323,18101,3230,21078,16373,0
50000,1,2,1,25,3,1,0,3,0,1,0,8634,3912,27702,27083,34071,0,3464,2100,10909,8405,9200,0
50000,2,2,2,63,2,1,5,-1,1,-1,19432,21767,18968,7252,15510,11854,7117,7629,3488,2427,1747,2491,0
10000,1,1,2,40,0,0,6,6,1,-1,5471,6005,3715,3839,5692,6548,2024,1484,1241,888,0,3373,1
50000,2,2,2,74,3,0,-1,0,0,1,17530,15693,2071,17329,30885,16677,8099,9193,940,5071,17144,4993,0
200000,1,3,1,70,2,-1,-1,-1,2,1,106832,41441,64927,105625,23013,80356,27185,3025,0,57458,0,19184,0
100000,2,2,2,68,2,2,-1,-1,2,-1,60824,59230,39478,44777,57290,38870,29195,34788,7609,3535,20420,25599,1
20000,1,3,3,26,2,-1,-1,2,1,2,9704,0,14562,3369,3689,5471,4805,0,3366,1482,1237,1241,1
100000,1,1,3,28,-1,0,1,1,5,7,23123,37909,42471,34666,44098,69793,10105,18801,13255,10511,4124,10715,0
200000,2,1,2,52,-1,-1,1,1,-1,5,65651,163225,0,170911,70279,79644,28083,41042,0,32017,16357,50237,0
100000,1,2,1,32,1,0,-1,0,-1,-1,6964,40148,66096,45783,44323,76632,1575,6560,16573,14014,20816,9963,0
20000,2,2,3,46,0,0,0,0,1,0,7127,6690,7438,8955,12964,9251,4565,843,3330,596,0,1539,0
200000,1,1,1,40,1,2,4,6,0,-1,98932,42056,98832,99379,74113,74534,26336,29783,26116,31183,29880,23650,0
30000,1,2,2,60,0,-1,0,0,-1,-1,11748,0,15316,10126,10401,19682,4922,0,6035,8066,1362,0,0
50000,2,3,1,60,-1,0,0,0,0,4,12798,11851,15194,16250,15392,3011,0,5228,12792,0,7081,836,0
80000,1,2,3,33,2,0,-1,0,0,2,44205,21969,30874,40549,36854,18901,22580,2425,10576,18932,18063,14570,1
200000,1,1,1,44,6,1,-1,1,2,2,42876,52907,54596,11776,26232,96277,30332,25543,20298,1757,6482,33910,0
300000,1,1,1,54,2,0,-1,2,0,1,132688,173782,19398,223181,175225,118782,49630,47468,11052,62732,93546,19366,1
300000,1,1,2,28,0,4,0,3,4,2,89290,29386,83865,203462,121475,0,27845,10420,0,995,63008,0,1
10000,1,2,1,36,2,-1,0,3,0,2,5388,6116,6610,5095,6711,4263,573,0,2226,4191,766,1881,0
300000,1,3,1,41,-1,0,5,-1,0,0,130779,259909,99427,158595,103539,34148,82266,222707,51198,8042,12593,10191,1
10000,1,1,1,72,7,-1,0,1,1,2,2062,3080,4667,8197,4517,2874,240,0,1012,3889,2093,781,1
30000,2,2,2,42,1,1,-1,3,0,0,12403,889,7634,19426,11689,6897,2954,100,3719,699,5451,1843,0
80000,1,4,1,51,1,0,1,0,2,0,72599,35013,3777,58603,28233,10121,62530,22203,1535,12458,12221,3051,0
80000,2,1,2,41,0,-1,1,0,-1,0,14785,31815,41285,25183,20148,38331,6563,4483,0,3805,567,16039,1
100000,2,2,1,31,2,1,3,0,0,1,47307,14932,72063,47130,46823,54885,6000,7578,32419,0,12247,7553,1
80000,1,1,1,41,2,3,2,6,-1,0,40761,0,53023,17641,5886,30866,11943,0,12552,2591,3493,11232,1
